Mesure (Unité de mesure combinée)_x,Domaine,Année,Nombre d'emplois,Mesure (Unité de mesure combinée)_y,Paramètre,Valeur
Emploi dans les éco-activités ,Récupération de matériaux de recyclage,2014,26314.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.93
Emploi dans les éco-activités ,Protection de la biodiversité et des paysages,2014,25473.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.64
Emploi dans les éco-activités ,Protection de la biodiversité et des paysages,2014,25473.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.43
Emploi dans les éco-activités ,Protection de la biodiversité et des paysages,2014,25473.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.93
Emploi dans les éco-activités ,R & D environnementale,2014,28362.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.64
Emploi dans les éco-activités ,R & D environnementale,2014,28362.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.43
Emploi dans les éco-activités ,R & D environnementale,2014,28362.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.93
Emploi dans les éco-activités ,Ingénierie environnementale,2014,12683.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.64
Emploi dans les éco-activités ,Ingénierie environnementale,2014,12683.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.43
Emploi dans les éco-activités ,Ingénierie environnementale,2014,12683.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.93
Emploi dans les éco-activités ,Protection de l'air extérieur,2014,7369.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.64
Emploi dans les éco-activités ,Protection de l'air extérieur,2014,7369.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.43
Emploi dans les éco-activités ,Protection de l'air extérieur,2014,7369.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.93
Emploi dans les éco-activités ,Gestion durable de la forêt,2014,10050.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.64
Emploi dans les éco-activités ,Gestion durable de la forêt,2014,10050.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.43
Emploi dans les éco-activités ,Gestion durable de la forêt,2014,10050.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.93
Emploi dans les éco-activités ,Lutte contre le bruit,2014,4955.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.64
Emploi dans les éco-activités ,Lutte contre le bruit,2014,4955.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.43
Emploi dans les éco-activités ,Lutte contre le bruit,2014,4955.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.93
Emploi dans les éco-activités ,Gestion des ressources en eau,2014,3952.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.64
Emploi dans les éco-activités ,Gestion des ressources en eau,2014,3952.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.43
Emploi dans les éco-activités ,Gestion des ressources en eau,2014,3952.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.93
Emploi dans les éco-activités ,Protection contre les radiations,2014,3575.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.64
Emploi dans les éco-activités ,Protection contre les radiations,2014,3575.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.43
Emploi dans les éco-activités ,Protection contre les radiations,2014,3575.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.93
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",2014,1.64,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.64
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",2014,1.64,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.43
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",2014,1.64,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.93
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),2014,19.43,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.64
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),2014,19.43,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.43
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),2014,19.43,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.93
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,2014,78.93,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.64
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,2014,78.93,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.43
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,2014,78.93,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.93
Emploi dans les activités de l'économie verte,Eco-activités,2015,577332.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,Eco-activités,2015,577332.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,Eco-activités,2015,577332.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,Protection de l'environnement,2015,278378.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,Protection de l'environnement,2015,278378.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,Protection de l'environnement,2015,278378.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,Air,2015,7994.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,Air,2015,7994.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,Air,2015,7994.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,Eaux_usées,2015,55285.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,Eaux_usées,2015,55285.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,Eaux_usées,2015,55285.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,Déchets,2015,103537.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,Déchets,2015,103537.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,Déchets,2015,103537.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,Déchets_radio,2015,3443.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,Déchets_radio,2015,3443.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,Déchets_radio,2015,3443.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,Sols et masses d'eau,2015,77476.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,Sols et masses d'eau,2015,77476.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,Sols et masses d'eau,2015,77476.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,Bruit,2015,4667.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,Bruit,2015,4667.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,Bruit,2015,4667.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,"Nature, biodiversité, paysages",2015,25977.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,"Nature, biodiversité, paysages",2015,25977.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,"Nature, biodiversité, paysages",2015,25977.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,Gestion des ressources naturelles,2015,214739.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,Gestion des ressources naturelles,2015,214739.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,Gestion des ressources naturelles,2015,214739.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,gestion_eau,2015,4143.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,gestion_eau,2015,4143.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,gestion_eau,2015,4143.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,gestion_forêt,2015,10138.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,gestion_forêt,2015,10138.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,gestion_forêt,2015,10138.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,recup,2015,26108.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,recup,2015,26108.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,recup,2015,26108.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,EnR,2015,66178.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,EnR,2015,66178.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,EnR,2015,66178.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,Maîtrise énergie,2015,108171.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,Maîtrise énergie,2015,108171.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,Maîtrise énergie,2015,108171.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,Activités transversales,2015,84215.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,Activités transversales,2015,84215.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,Activités transversales,2015,84215.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,Ingénierie,2015,12467.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,Ingénierie,2015,12467.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,Ingénierie,2015,12467.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,R&D,2015,27205.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,R&D,2015,27205.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,R&D,2015,27205.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,Serv gaux,2015,44543.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,Serv gaux,2015,44543.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,Serv gaux,2015,44543.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,Activités périphériques,2015,405081.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,Activités périphériques,2015,405081.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,Activités périphériques,2015,405081.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,Gestion des espaces verts,2015,25446.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,Gestion des espaces verts,2015,25446.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,Gestion des espaces verts,2015,25446.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,Transports longue distance,2015,280569.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,Transports longue distance,2015,280569.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,Transports longue distance,2015,280569.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,Transports urbains et suburbains,2015,99066.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les activités de l'économie verte,Transports urbains et suburbains,2015,99066.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les activités de l'économie verte,Transports urbains et suburbains,2015,99066.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les éco-activités ,Protection des sols et des masses d'eau,2015,77476.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les éco-activités ,Protection des sols et des masses d'eau,2015,77476.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les éco-activités ,Protection des sols et des masses d'eau,2015,77476.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les éco-activités ,Maîtrise de l'énergie,2015,108171.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les éco-activités ,Maîtrise de l'énergie,2015,108171.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les éco-activités ,Maîtrise de l'énergie,2015,108171.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les éco-activités ,Energies renouvelables,2015,66178.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les éco-activités ,Energies renouvelables,2015,66178.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les éco-activités ,Energies renouvelables,2015,66178.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les éco-activités ,Collecte et traitement des déchets,2015,103537.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les éco-activités ,Collecte et traitement des déchets,2015,103537.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les éco-activités ,Collecte et traitement des déchets,2015,103537.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les éco-activités ,Gestion des eaux usées,2015,55285.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les éco-activités ,Gestion des eaux usées,2015,55285.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les éco-activités ,Gestion des eaux usées,2015,55285.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les éco-activités ,Administration générale relative à l'environnement,2015,44543.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les éco-activités ,Administration générale relative à l'environnement,2015,44543.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les éco-activités ,Administration générale relative à l'environnement,2015,44543.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les éco-activités ,Récupération de matériaux de recyclage,2015,26108.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les éco-activités ,Récupération de matériaux de recyclage,2015,26108.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les éco-activités ,Récupération de matériaux de recyclage,2015,26108.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les éco-activités ,Protection de la biodiversité et des paysages,2015,25977.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les éco-activités ,Protection de la biodiversité et des paysages,2015,25977.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les éco-activités ,Protection de la biodiversité et des paysages,2015,25977.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les éco-activités ,R & D environnementale,2015,27205.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les éco-activités ,R & D environnementale,2015,27205.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les éco-activités ,R & D environnementale,2015,27205.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les éco-activités ,Ingénierie environnementale,2015,12467.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les éco-activités ,Ingénierie environnementale,2015,12467.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les éco-activités ,Ingénierie environnementale,2015,12467.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les éco-activités ,Protection de l'air extérieur,2015,7994.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les éco-activités ,Protection de l'air extérieur,2015,7994.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les éco-activités ,Protection de l'air extérieur,2015,7994.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les éco-activités ,Gestion durable de la forêt,2015,10138.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les éco-activités ,Gestion durable de la forêt,2015,10138.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les éco-activités ,Gestion durable de la forêt,2015,10138.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les éco-activités ,Lutte contre le bruit,2015,4667.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les éco-activités ,Lutte contre le bruit,2015,4667.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les éco-activités ,Lutte contre le bruit,2015,4667.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les éco-activités ,Gestion des ressources en eau,2015,4143.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les éco-activités ,Gestion des ressources en eau,2015,4143.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les éco-activités ,Gestion des ressources en eau,2015,4143.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les éco-activités ,Protection contre les radiations,2015,3443.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Emploi dans les éco-activités ,Protection contre les radiations,2015,3443.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Emploi dans les éco-activités ,Protection contre les radiations,2015,3443.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",2015,1.69,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",2015,1.69,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",2015,1.69,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),2015,19.36,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),2015,19.36,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),2015,19.36,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,2015,78.96,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.69
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,2015,78.96,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.36
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,2015,78.96,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.96
Emploi dans les activités de l'économie verte,Eco-activités,2016,579211.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.51
Emploi dans les activités de l'économie verte,Eco-activités,2016,579211.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.06
Emploi dans les activités de l'économie verte,Eco-activités,2016,579211.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,79.43
Emploi dans les activités de l'économie verte,Protection de l'environnement,2016,281655.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.51
Emploi dans les activités de l'économie verte,Protection de l'environnement,2016,281655.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.06
Emploi dans les activités de l'économie verte,Protection de l'environnement,2016,281655.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,79.43
Emploi dans les activités de l'économie verte,Air,2016,7848.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.51
Emploi dans les activités de l'économie verte,Air,2016,7848.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.06
Emploi dans les activités de l'économie verte,Air,2016,7848.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,79.43
Emploi dans les activités de l'économie verte,Eaux_usées,2016,53488.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.51
Emploi dans les activités de l'économie verte,Eaux_usées,2016,53488.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.06
Emploi dans les activités de l'économie verte,Eaux_usées,2016,53488.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,79.43
Emploi dans les activités de l'économie verte,Déchets,2016,99012.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.51
Emploi dans les activités de l'économie verte,Déchets,2016,99012.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.06
Emploi dans les activités de l'économie verte,Déchets,2016,99012.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,79.43
Emploi dans les activités de l'économie verte,Déchets_radio,2016,3452.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.51
Emploi dans les activités de l'économie verte,Déchets_radio,2016,3452.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.06
Emploi dans les activités de l'économie verte,Déchets_radio,2016,3452.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,79.43
Emploi dans les activités de l'économie verte,Sols et masses d'eau,2016,86643.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.51
Emploi dans les activités de l'économie verte,Sols et masses d'eau,2016,86643.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.06
Emploi dans les activités de l'économie verte,Sols et masses d'eau,2016,86643.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,79.43
